"Line","Fhb1","1RS:1AL","Lr34/Yr18","Sr24/Lr24","Tamyb10-B1","Tamyb10-D1","Fhb_3B_MASSEY","Yr15","Lr42","Glu-D1","Ppd-B1_CS","Glu-A1","Vrn-A1b","H13","H13b","TaELF3-B1","TaELF3-D1","Lr37/Yr17/Sr38","Lr13/Ne2m","Fhb_2B_Bess","TaSus2-2B","Sr36/Pm6","Ppd-D1_Norstar_deletion","PHS_3A","Tamyb10_N17_INS","Tamyb10-A1","Yr5","Sr12","Lr67","vrn-A1_MTA","Vrn-A1a","Tsn1","vrn-B1","Vrn-B1","Pinb-D1","Vrn-D1","TaGW2","Rht24","Pm54","Sr6D","7AL_grain_length/weight","Sr22_or_Pm37","Lr68","Lr19/Sr25","Bdv2/3","Vrn-B1c","Fhb7"
"2024-SUNPRE-117","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38_het","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5",NA,"non-Lr67","MTA_vrn-A1_short_het","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large_het","Rht24b","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","Lr68_het","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-118",NA,NA,NA,"non-Sr24/Lr24","R-A1","r-D1_white",NA,"non-Yr15","non-Lr42",NA,"non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b",NA,"non-H13b","UNIDENTIFIED","UNIDENTIFIED","UNIDENTIFIED",NA,NA,NA,NA,NA,NA,NA,NA,"non-Yr5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNIDENTIFIED","UNIDENTIFIED",NA,"UNIDENTIFIED",NA,"UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-119","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-12","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-120","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-121","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","het","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1_short","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-122","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short_het","vrn-A1","non-Tsn1","vrn-B1_short","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-123","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38_het",NA,"non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED",NA,"non-Tamyb10_N17_INS","r-A1_white_het","non-Yr5","Sr12_het","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1_short_het","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b_het","non-Pm54","non-Sr6D","het","non-Sr22_or_Pm37",NA,"UNIDENTIFIED","Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-124","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38_het","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","r-A1_white_het","non-Yr5","UNIDENTIFIED","non-Lr67","MTA_vrn-A1_short_het","vrn-A1","non-Tsn1","vrn-B1_short","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-125","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-126",NA,NA,NA,"non-Sr24/Lr24","R-A1","r-D1_white",NA,"non-Yr15",NA,NA,"non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","UNIDENTIFIED","UNIDENTIFIED",NA,"non-Fhb_2B_Bess",NA,NA,"non-Ppd-D1_Norstar_deletion",NA,NA,NA,"non-Yr5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNIDENTIFIED","UNIDENTIFIED","UNIDENTIFIED","UNIDENTIFIED",NA,"UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-127","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","UNIDENTIFIED","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","TaSus2-2B","Sr36/Pm6_het","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","UNIDENTIFIED","non-Lr67","vrn-A1","vrn-A1","Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","UNIDENTIFIED","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-128","Fhb1","non-1RS:1AL","non-Lr34/Yr18","Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","UNIDENTIFIED","ELF3-B1_early","non-ELF3-D1_early","non-Lr37/Yr17/Sr38","Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","UNIDENTIFIED","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","UNIDENTIFIED","non-Sr22_or_Pm37","Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-129","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","UNIDENTIFIED","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-13",NA,"non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-130","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","UNIDENTIFIED","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38_het","Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short_het","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b_het","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-131","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","Lr13/Ne2m_het","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67",NA,"vrn-A1","Tsn1_het","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","UNIDENTIFIED","non-Sr6D","het","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-132","Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-133","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b",NA,"non-H13b","ELF3-B1_early","ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","Lr67_het","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1",NA,"vrn-D1",NA,"Rht24b","UNIDENTIFIED","Sr6D_het","non-longer/heavier","UNIDENTIFIED","Lr68_het","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-134","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY_het","non-Yr15","non-Lr42","UNIDENTIFIED","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","non-longer/heavier","UNIDENTIFIED","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-135","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","Lr13/Ne2m_het","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67",NA,"vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-136","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","Fhb_3B_MASSEY","non-Yr15","non-Lr42","UNIDENTIFIED","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short_het","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-137","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","UNIDENTIFIED","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-138","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","UNIDENTIFIED","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-139","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b",NA,"UNIDENTIFIED","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1_short_het","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b_het","Pm54","non-Sr6D","longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-14","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","Fhb_3B_MASSEY","non-Yr15","Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-140",NA,"non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","2+12","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","non-Ppd-D1_Norstar_deletion","non-PHS_3A","non-Tamyb10_N17_INS","r-A1_white","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-141","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","R-A1","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","UNIDENTIFIED","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","TaSus2-2B","Sr36/Pm6","UNIDENTIFIED","non-PHS_3A","non-Tamyb10_N17_INS","r-A1_white","non-Yr5","non-Sr12","non-Lr67","vrn-A1","vrn-A1","non-Tsn1","vrn-B1_short_het","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24b_het","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-142","non-Fhb1","non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","R-D1","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","H13","H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED",NA,"non-Tamyb10_N17_INS","r-A1_white","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
"2024-SUNPRE-143",NA,"non-1RS:1AL","non-Lr34/Yr18","non-Sr24/Lr24","r-B1_white","r-D1_white","non-Fhb_3B_MASSEY","non-Yr15","non-Lr42","5+10","non-Ppd-B1a_CS_insens","Ax1_or_null","non-Vrn-A1b","non-H13","non-H13b","ELF3-B1_early","non-ELF3-D1_early","Lr37/Yr17/Sr38","non-Lr13/Ne2m","non-Fhb_2B_Bess","non-TaSus2-2B","non-Sr36/Pm6","UNIDENTIFIED",NA,"non-Tamyb10_N17_INS","R-A1","non-Yr5","non-Sr12","non-Lr67","MTA_vrn-A1_short","vrn-A1","non-Tsn1","vrn-B1","vrn-B1","pinb-D1a_soft","vrn-D1","TaGW2_large","Rht24a","non-Pm54","non-Sr6D","non-longer/heavier","non-Sr22_or_Pm37","non-Lr68","UNIDENTIFIED","non-Bdv2/3","vrn-B1","non-Fhb7"
